id,title,company,department,skills_required,description,location,remote,stipend_min_inr,stipend_max_inr,duration_weeks,url,date_posted,role_level,sector
894,Procurement Intern,Save the Children,Logistics / Supply Chain,ERP;TMS;Warehouse Management;Quantitative Analysis,"Procurement Intern at Save the Children. Work on projects, mentored by senior staff. Required skills: ERP, TMS, Warehouse Management, Quantitative Analysis.","Mumbai, IN",True,30000,40000,24,https://careers.example.com/savethechildren/894,2026-03-11,Entry,NGO
895,Clinical Support Intern,Air India,Veterinary / Animal Care,Grooming;Animal Handling;Vaccination,"Clinical Support Intern at Air India. Work on projects, mentored by senior staff. Required skills: Grooming, Animal Handling, Vaccination.","Chennai, IN",False,15000,30000,6,https://careers.example.com/airindia/895,2025-08-28,Entry,NGO
896,Grooming Intern,National Centre for Biological Sciences (NCBS),Veterinary / Animal Care,Vaccination;Grooming,"Grooming Intern at National Centre for Biological Sciences (NCBS). Work on projects, mentored by senior staff. Required skills: Vaccination, Grooming.","Ahmedabad, IN",False,0,20000,12,https://careers.example.com/nationalcentreforbiologicalsciencesncbs/896,2025-09-12,Junior,NGO
897,CAD Intern,Apple,Architecture / Civil,Construction Drawings;SketchUp;AutoCAD;Revit,"CAD Intern at Apple. Work on projects, mentored by senior staff. Required skills: Construction Drawings, SketchUp, AutoCAD, Revit.","Bengaluru, IN",False,20000,40000,16,https://careers.example.com/apple/897,2025-10-12,Junior,Public
898,Graphic Design Intern,Al Jazeera,Arts / Media,Adobe Premiere;Storyboarding;Photoshop,"Graphic Design Intern at Al Jazeera. Work on projects, mentored by senior staff. Required skills: Adobe Premiere, Storyboarding, Photoshop.","Toronto, CA",False,5000,20000,20,https://careers.example.com/aljazeera/898,2026-01-13,Junior,Startup
899,Merchandise Intern,ISRO,Fashion / Textile,Sewing;Pattern Making;Fashion Sketching;Textile Knowledge;Illustrator,"Merchandise Intern at ISRO. Work on projects, mentored by senior staff. Required skills: Sewing, Pattern Making, Fashion Sketching, Textile Knowledge, Illustrator.","Dehradun, IN",False,8000,28000,10,https://careers.example.com/isro/899,2025-08-16,Internship,Public
900,Site Intern,Zomato,Architecture / Civil,SketchUp;Revit,"Site Intern at Zomato. Work on projects, mentored by senior staff. Required skills: SketchUp, Revit.","Bengaluru, IN",False,10000,12000,16,https://careers.example.com/zomato/900,2025-04-24,Internship,Startup
901,Medical Intern,IIT Madras,Biotech / Medical,Cell Culture;Research Protocols,"Medical Intern at IIT Madras. Work on projects, mentored by senior staff. Required skills: Cell Culture, Research Protocols.","Chennai, IN",False,8000,28000,24,https://careers.example.com/iitmadras/901,2025-07-21,Entry,Startup
902,Urban Planning Intern,Vistara,Architecture / Civil,SketchUp;Revit,"Urban Planning Intern at Vistara. Work on projects, mentored by senior staff. Required skills: SketchUp, Revit.","Lucknow, IN",False,20000,40000,4,https://careers.example.com/vistara/902,2025-12-25,Internship,NGO
903,Urban Planning Intern,BBC,Architecture / Civil,SketchUp;AutoCAD;Revit;Research Protocols,"Urban Planning Intern at BBC. Work on projects, mentored by senior staff. Required skills: SketchUp, AutoCAD, Revit, Research Protocols.","Hyderabad, IN",False,20000,35000,4,https://careers.example.com/bbc/903,2026-01-15,Internship,Private
904,Legal Intern,Amul,Law / Legal,Contract Review;Legal Research,"Legal Intern at Amul. Work on projects, mentored by senior staff. Required skills: Contract Review, Legal Research.","Jaipur, IN",False,30000,30000,16,https://careers.example.com/amul/904,2026-01-14,Entry,Public
905,Clinical Support Intern,ITC,Veterinary / Animal Care,Grooming;Animal Handling,"Clinical Support Intern at ITC. Work on projects, mentored by senior staff. Required skills: Grooming, Animal Handling.","Chennai, IN",False,8000,13000,8,https://careers.example.com/itc/905,2025-03-26,Junior,Academic
906,Guest Relations Intern,Save the Children,Hospitality / Tourism,Food & Beverage;Guest Service;Event Coordination,"Guest Relations Intern at Save the Children. Work on projects, mentored by senior staff. Required skills: Food & Beverage, Guest Service, Event Coordination.","Ahmedabad, IN",False,20000,20000,4,https://careers.example.com/savethechildren/906,2025-12-07,Internship,Public
907,Graphic Design Intern,Harvard University,Arts / Media,Storyboarding;Photoshop;Video Editing;Adobe Premiere,"Graphic Design Intern at Harvard University. Work on projects, mentored by senior staff. Required skills: Storyboarding, Photoshop, Video Editing, Adobe Premiere.","Chennai, IN",False,10000,30000,4,https://careers.example.com/harvarduniversity/907,2025-04-10,Internship,Startup
908,Lab Research Intern,The Doon School,Biotech / Medical,Data Analysis;Lab Techniques;GCP;Cell Culture;Clinical Research;PCR;Research Protocols;Content Writing,"Lab Research Intern at The Doon School. Work on projects, mentored by senior staff. Required skills: Data Analysis, Lab Techniques, GCP, Cell Culture, Clinical Research, PCR, Research Protocols, Content Writing.","Dehradun, IN",False,20000,20000,6,https://careers.example.com/thedoonschool/908,2025-05-13,Internship,Public
909,Full Stack Intern,Hero MotoCorp,Web Development,REST APIs;React;Node.js;HTML;Bootstrap;CSS;JavaScript,"Full Stack Intern at Hero MotoCorp. Work on projects, mentored by senior staff. Required skills: REST APIs, React, Node.js, HTML, Bootstrap, CSS, JavaScript.","London, UK",False,30000,50000,6,https://careers.example.com/heromotocorp/909,2025-10-07,Entry,NGO
910,Guest Relations Intern,Reuters,Hospitality / Tourism,Food & Beverage;Guest Service,"Guest Relations Intern at Reuters. Work on projects, mentored by senior staff. Required skills: Food & Beverage, Guest Service.","Bengaluru, IN",False,20000,30000,10,https://careers.example.com/reuters/910,2025-07-01,Junior,NGO
911,Lab Research Intern,Oberoi Hotels,Biotech / Medical,GCP;Lab Techniques;PCR;Cell Culture;Data Analysis;Research Protocols;Clinical Research,"Lab Research Intern at Oberoi Hotels. Work on projects, mentored by senior staff. Required skills: GCP, Lab Techniques, PCR, Cell Culture, Data Analysis, Research Protocols, Clinical Research.","Delhi NCR, IN",False,0,5000,8,https://careers.example.com/oberoihotels/911,2025-11-01,Junior,Academic
912,Merchandising Intern,PricewaterhouseCoopers,Retail / Sales,Negotiation;POS;Customer Service;Merchandising;Sales Outreach,"Merchandising Intern at PricewaterhouseCoopers. Work on projects, mentored by senior staff. Required skills: Negotiation, POS, Customer Service, Merchandising, Sales Outreach.",Singapore,False,0,5000,12,https://careers.example.com/pricewaterhousecoopers/912,2025-04-21,Junior,Academic
913,Academic Assistant,Reuters,Education / Teaching,Subject Knowledge;Classroom Management,"Academic Assistant at Reuters. Work on projects, mentored by senior staff. Required skills: Subject Knowledge, Classroom Management.","Goa, IN",False,0,2000,4,https://careers.example.com/reuters/913,2025-04-28,Internship,Private
914,Production Intern,Adani Ports,Manufacturing / Mechanical,Quality Control;Assembly;PLC;CAD,"Production Intern at Adani Ports. Work on projects, mentored by senior staff. Required skills: Quality Control, Assembly, PLC, CAD.","Pune, IN",False,5000,25000,8,https://careers.example.com/adaniports/914,2025-12-06,Junior,Academic
915,Design Intern,Oracle,Fashion / Textile,Illustrator;Sewing;Site Visits,"Design Intern at Oracle. Work on projects, mentored by senior staff. Required skills: Illustrator, Sewing, Site Visits.","Lucknow, IN",False,3000,3000,24,https://careers.example.com/oracle/915,2025-07-18,Junior,Public
916,Merchandise Intern,Biba,Fashion / Textile,Sewing;Illustrator;Fashion Sketching;Textile Knowledge;PCR,"Merchandise Intern at Biba. Work on projects, mentored by senior staff. Required skills: Sewing, Illustrator, Fashion Sketching, Textile Knowledge, PCR.","Delhi NCR, IN",False,5000,7000,4,https://careers.example.com/biba/916,2025-04-25,Entry,Public
917,Architectural Intern,Adani Ports,Architecture / Civil,AutoCAD;SketchUp;Site Visits;Revit,"Architectural Intern at Adani Ports. Work on projects, mentored by senior staff. Required skills: AutoCAD, SketchUp, Site Visits, Revit.","Sydney, AU",False,8000,8000,6,https://careers.example.com/adaniports/917,2025-05-19,Junior,Academic
918,Survey Intern,Oracle,Public Health / Epidemiology,Data Analysis;Field Surveys;Health Promotion;Maintenance Protocols,"Survey Intern at Oracle. Work on projects, mentored by senior staff. Required skills: Data Analysis, Field Surveys, Health Promotion, Maintenance Protocols.","Hyderabad, IN",False,0,0,16,https://careers.example.com/oracle/918,2025-08-27,Junior,Startup
919,Teaching Intern,IIT Roorkee,Education / Teaching,Communication;Lesson Planning;Classroom Management,"Teaching Intern at IIT Roorkee. Work on projects, mentored by senior staff. Required skills: Communication, Lesson Planning, Classroom Management.","Ahmedabad, IN",False,10000,10000,6,https://careers.example.com/iitroorkee/919,2026-02-02,Internship,Public
920,Procurement Intern,IBM,Logistics / Supply Chain,ERP;TMS;Inventory Control;Route Planning,"Procurement Intern at IBM. Work on projects, mentored by senior staff. Required skills: ERP, TMS, Inventory Control, Route Planning.","Kolkata, IN",False,8000,23000,10,https://careers.example.com/ibm/920,2026-02-09,Junior,Private
921,Business Analyst Intern,Fitternity,Data Science / Analytics,Tableau;Python;Power BI;Machine Learning;Data Visualization;R;Figma,"Business Analyst Intern at Fitternity. Work on projects, mentored by senior staff. Required skills: Tableau, Python, Power BI, Machine Learning, Data Visualization, R, Figma.","Ahmedabad, IN",False,8000,23000,4,https://careers.example.com/fitternity/921,2025-09-11,Internship,NGO
922,Machine Learning Intern,Biocon,Computer Science / AI,C++;Machine Learning;TensorFlow;Java;Git;NLP;Python,"Machine Learning Intern at Biocon. Work on projects, mentored by senior staff. Required skills: C++, Machine Learning, TensorFlow, Java, Git, NLP, Python.","Pune, IN",False,20000,25000,4,https://careers.example.com/biocon/922,2025-06-06,Junior,Public
923,Accounting Intern,NDTV,Finance / Accounting,Tally;Valuation;Accounting;SAP;QuickBooks;Financial Modeling;Excel,"Accounting Intern at NDTV. Work on projects, mentored by senior staff. Required skills: Tally, Valuation, Accounting, SAP, QuickBooks, Financial Modeling, Excel.","Bengaluru, IN",False,8000,8000,12,https://careers.example.com/ndtv/923,2025-11-25,Entry,Private
924,Grooming Intern,Sports Authority of India,Veterinary / Animal Care,Vaccination;Animal Handling;Grooming;Clinical Support,"Grooming Intern at Sports Authority of India. Work on projects, mentored by senior staff. Required skills: Vaccination, Animal Handling, Grooming, Clinical Support.","Toronto, CA",False,3000,13000,20,https://careers.example.com/sportsauthorityofindia/924,2026-01-23,Entry,Private
925,Fashion Intern,Stanford University,Fashion / Textile,Textile Knowledge;Pattern Making;Illustrator;Fashion Sketching,"Fashion Intern at Stanford University. Work on projects, mentored by senior staff. Required skills: Textile Knowledge, Pattern Making, Illustrator, Fashion Sketching.",Singapore,False,8000,10000,10,https://careers.example.com/stanforduniversity/925,2025-12-28,Junior,Private
926,Survey Intern,IBM,Public Health / Epidemiology,Health Promotion;Survey Design,"Survey Intern at IBM. Work on projects, mentored by senior staff. Required skills: Health Promotion, Survey Design.","Delhi NCR, IN",True,0,5000,20,https://careers.example.com/ibm/926,2026-03-12,Junior,Private
927,Culinary Assistant Intern,Google for Startups,Culinary / Food,Food Prep;Baking;Plating;PyTorch,"Culinary Assistant Intern at Google for Startups. Work on projects, mentored by senior staff. Required skills: Food Prep, Baking, Plating, PyTorch.","Goa, IN",False,25000,30000,24,https://careers.example.com/googleforstartups/927,2025-10-07,Junior,Academic
928,Graphic Design Intern,DHL,Design / UX,Illustrator;Wireframing;Sketch;Adobe XD,"Graphic Design Intern at DHL. Work on projects, mentored by senior staff. Required skills: Illustrator, Wireframing, Sketch, Adobe XD.",Remote,True,3000,5000,10,https://careers.example.com/dhl/928,2025-10-13,Entry,Private
929,Public Health Intern,Dr. Reddy's Laboratories,Public Health / Epidemiology,Data Analysis;Field Surveys;Survey Design;Health Promotion;Surveillance,"Public Health Intern at Dr. Reddy's Laboratories. Work on projects, mentored by senior staff. Required skills: Data Analysis, Field Surveys, Survey Design, Health Promotion, Surveillance.","Ahmedabad, IN",False,15000,30000,24,https://careers.example.com/drreddyslaboratories/929,2025-07-05,Junior,Startup
930,Research Assistant,India Today,Research / Policy,Stata;Policy Briefs,"Research Assistant at India Today. Work on projects, mentored by senior staff. Required skills: Stata, Policy Briefs.","Sydney, AU",False,15000,15000,10,https://careers.example.com/indiatoday/930,2025-12-20,Junior,Academic
931,M&E Intern,Zee Entertainment,NGO / Social Work,Case Management;Monitoring & Evaluation;Grant Writing;Fundraising;Community Outreach,"M&E Intern at Zee Entertainment. Work on projects, mentored by senior staff. Required skills: Case Management, Monitoring & Evaluation, Grant Writing, Fundraising, Community Outreach.","Dehradun, IN",True,5000,7000,24,https://careers.example.com/zeeentertainment/931,2025-10-07,Entry,Public
932,Event Intern,Marriott International,Hospitality / Tourism,Event Coordination;Housekeeping,"Event Intern at Marriott International. Work on projects, mentored by senior staff. Required skills: Event Coordination, Housekeeping.","Delhi NCR, IN",False,3000,8000,10,https://careers.example.com/marriottinternational/932,2025-12-30,Junior,Academic
933,Animal Care Intern,The Hindu,Veterinary / Animal Care,Vaccination;Grooming,"Animal Care Intern at The Hindu. Work on projects, mentored by senior staff. Required skills: Vaccination, Grooming.","Berlin, DE",False,5000,7000,12,https://careers.example.com/thehindu/933,2025-08-31,Entry,Academic
934,Process Intern,Bain & Company,Manufacturing / Mechanical,Assembly;MATLAB,"Process Intern at Bain & Company. Work on projects, mentored by senior staff. Required skills: Assembly, MATLAB.","Pune, IN",False,0,5000,20,https://careers.example.com/bainandcompany/934,2025-03-25,Internship,Academic
